id,language,policy_excerpt,overall_compliance,overall_score,gap_count,domains_covered,GAP_PP_001,GAP_PP_002,GAP_PP_003,GAP_PP_004,GAP_PP_005,GAP_PP_006,GAP_PP_007,GAP_PP_008,GAP_RA_001,GAP_RA_002,GAP_RA_003,GAP_RA_004,GAP_RA_005,GAP_RA_006,GAP_RA_007,GAP_RA_008
ra_minor_en_5_20260307133757,en,"**4.0 INFORMATION SECURITY RISK MANAGEMENT**

**4.1 Risk Assessment Procedures**
To ensure the systematic identification, analysis, and evaluation of information security risks, all departments and projects at Innovatech Solutions Inc. (""Innovatech"") shall follow established risk assessment procedures. These procedures are vital for protecting Innovatech's information assets and supporting business continuity.

**4.1.1 Risk Identification**
Risk identification procedures involve:
*   **Asset Identification and Valuation:** All information assets (hardware, software, data, services, personnel) are identified, categorized by criticality, and valued based on their importance to Innovatech's operations. This includes assigning ownership.
*   **Threat Identification:** Potential threats, both internal and external, deliberate and accidental, are identified through threat intelligence feeds, incident reports, and expert consultations.
*   **Vulnerability Identification:** Known vulnerabilities in systems, applications, and processes are identified through security assessments, penetration testing, and vulnerability scanning.

**4.1.2 Risk Analysis and Evaluation**
Identified risks are analyzed using a defined 5-point scale for both likelihood (Very Low to Very High) and impact (Very Low to Very High) based on factors like data confidentiality, integrity, availability, financial loss, and reputational damage. The combined likelihood and impact scores are mapped to a risk matrix to determine the overall risk level (e.g., Low, Medium, High, Critical). Risk assessments are generally performed on a case-by-case basis as issues arise or are identified through general oversight.

**4.1.3 Risk Treatment**
For each identified risk, a suitable treatment option is selected:
*   **Accept:** Risk is acknowledged and tolerated without further action, with formal approval from asset owners and relevant stakeholders.
*   **Mitigate:** Controls are implemented to reduce the likelihood or impact of the risk.
*   **Transfer:** Risk is shifted to a third party (e.g., insurance, outsourcing).
*   **Avoid:** Activities giving rise to the risk are ceased or avoided.
Documented treatment plans, including timelines and assigned responsibilities, are mandatory for all mitigated and transferred risks.

**4.2 Mandatory Assessment Triggers**
Risk assessments are mandatory for the following scenarios:
*   Early-stage development of new technological projects or services.
*   Prior to significant changes to network infrastructure or critical systems.
*   During the planning and onboarding stages for new third-party vendors or services.
*   Before the release of any new software versions, applications, or public-facing services.

**4.3 Risk Register and Documentation**
All identified risks, along with their assessment details, are documented in the central Risk Register. Each entry in the Risk Register must include a unique Risk ID, detailed description, assigned owner, assessed likelihood, impact, overall risk score, chosen treatment option, current status, and scheduled review date.

**4.4 Review and Monitoring**
The Information Security Steering Committee is responsible for reviewing the overall risk posture and the effectiveness of controls. The Risk Register is formally reviewed at least annually, or immediately following significant regulatory changes or major security incidents.

**4.5 Integration with Project Management**
Risk assessment activities are integrated into key project management gates, including project initiation, detailed planning, and pre-go-live stages. Furthermore, risk findings directly inform and integrate with Innovatech's Business Continuity Management (BCM) planning.",non_compliant,0.51,8,risk_assessment,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
ra_minor_en_6_20260307133825,en,"### 4.0 Information Security Risk Assessment

**4.1 Purpose and Scope**
GlobalCom is committed to systematically identifying, analyzing, evaluating, and treating information security risks to protect its information assets, systems, services, and customer data. This section outlines the requirements for conducting Information Security Risk Assessments across all business units, technology projects, and third-party engagements.

**4.2 Risk Assessment Methodology**
GlobalCom utilizes a formal, documented, and executive-approved Information Security Risk Management Methodology. This methodology, accessible via the Information Security intranet portal, incorporates both qualitative and quantitative approaches to assess potential impacts and likelihoods of information security incidents on business operations and regulatory compliance.

**4.3 Risk Identification**
Information security risks are identified through internal assessments and stakeholder input from relevant business and technical teams. The objective is to compile a comprehensive understanding of potential threats and vulnerabilities that could impact GlobalCom's operational continuity, data confidentiality, integrity, and availability.

**4.4 Risk Analysis and Evaluation**
Risks are analyzed using a defined 5-point scale for both likelihood of occurrence and potential business impact. These scores are combined using an approved risk matrix to determine overall risk levels (e.g., Low, Medium, High, Critical), guiding subsequent treatment decisions.

**4.5 Risk Treatment**
Identified risks are subject to one of four treatment options: Avoid, Mitigate, Transfer, or Accept. Selection criteria for each option are documented within the methodology, and approved treatment plans, detailing actions, responsibilities, and timelines, are developed for all risks requiring action.

**4.6 Risk Register**
All identified risks, along with their assigned treatment plans, are recorded in the central Information Security Risk Register. Each entry includes a unique Risk ID, detailed description, designated Risk Owner, assessed likelihood, impact, derived risk score, chosen treatment option, current status, and scheduled review date.

**4.7 Mandatory Assessment Triggers**
Formal risk assessments are mandatory and must be conducted at key points: during the early stages of all new technology projects, prior to significant infrastructure changes, as part of third-party vendor onboarding and ongoing management, and before the release of new services.

**4.8 Review and Integration**
The Information Security Risk Register and associated assessments are reviewed at least annually by the CISO's office. Reviews are also triggered by significant regulatory changes or major security incidents. Risk assessment activities are integrated into GlobalCom's project management gates (initiation, planning, go-live) and are a core component of the Business Continuity Management (BCM) program.",partially_compliant,0.93,1,risk_assessment,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ra_minor_en_7_20260307133854,en,"## 2.0 Information System Risk Management

### 2.1 Information System Risk Assessment Policy

The Regional Administrative Services Agency (RASA) is committed to identifying, assessing, and managing risks to its information systems and data assets to protect their confidentiality, integrity, and availability. This policy establishes the framework for conducting comprehensive risk assessments across all Agency information systems and associated data.

### 2.2 Risk Assessment Methodology

All information system risk assessments shall follow the formal 'Regional Cybersecurity Risk Management Framework (RCRMF) v2.1,' which has been approved by the Agency Director for Information Technology. This framework mandates a structured approach encompassing both qualitative and quantitative analyses. Risk identification procedures require the comprehensive identification and valuation of information assets, followed by the identification of relevant threats and existing vulnerabilities that could impact these assets. The likelihood of a threat exploiting a vulnerability and its potential impact shall be assessed using a defined 5-point scale (1=Very Low, 5=Very High) for each. Combined likelihood and impact scores will be mapped against an approved risk matrix to determine the inherent risk level (Low, Moderate, High, Critical).

### 2.3 Risk Treatment Options

Identified risks categorized as Moderate, High, or Critical must undergo formal treatment planning. The Agency recognizes four primary risk treatment options: Accept, Mitigate, Transfer, or Avoid. Selection criteria for each option are detailed within the RCRMF v2.1. For all chosen treatment options, a documented risk treatment plan outlining specific actions, responsible parties, and timelines must be developed and approved by the designated risk owner.

### 2.4 Risk Register and Review

All identified risks, regardless of their assessed level, shall be recorded in the official Agency Risk Register. Each entry in the Risk Register must include a unique Risk ID, detailed description, assigned risk owner, initial likelihood and impact scores, calculated risk score, chosen treatment option, current status, and scheduled review date. The Agency Risk Register shall be reviewed and updated by the Cybersecurity Office no less than annually. Additional reviews are mandated upon significant changes in regulatory requirements or governing directives concerning information security.

### 2.5 Assessment Frequency

Risk assessments for information systems and related data assets are conducted periodically to ensure ongoing risk awareness. Ad-hoc assessments may also be initiated when deemed necessary by system owners or the Cybersecurity Office to address emerging concerns or specific operational requirements.",partially_compliant,0.87,2,risk_assessment,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
ra_minor_en_8_20260307133926,en,"**2.0 Information Security Risk Assessment**

**2.1 Purpose and Scope**
This section outlines the Bank's framework for identifying, analyzing, evaluating, and treating information security risks to protect information assets and support strategic objectives. All departments, business units, and third-party partners involved in processing or storing the Bank’s data are subject to these requirements.

**2.2 Risk Assessment Methodology**
The Bank employs a formal, documented Information Security Risk Assessment Methodology, approved by the Chief Information Security Officer and senior management. This methodology incorporates both qualitative and quantitative approaches to ensure comprehensive risk evaluation. Risk likelihood and impact are assessed using a defined 5-point scale, where 1 signifies ""Very Low"" and 5 ""Very High."" A risk matrix maps the combined likelihood and impact scores to assign an overall risk level (e.g., Low, Medium, High, Critical). Risk identification is performed regularly to capture emerging threats and vulnerabilities.

**2.3 Risk Treatment Options**
Identified and assessed risks must undergo a treatment decision, with documented justification. The Bank recognizes four primary risk treatment options:
    a.  **Accept:** Acknowledging the risk and choosing to take no further action, typically for low-level risks or where treatment cost outweighs potential impact.
    b.  **Mitigate:** Implementing controls to reduce the likelihood or impact of the risk to an acceptable level.
    c.  **Transfer:** Shifting the financial or operational impact of a risk to another party (e.g., through insurance or outsourcing agreements).
    d.  **Avoid:** Eliminating the risk by discontinuing the activity that gives rise to it.
All mitigation efforts must be documented in a formal treatment plan, including assigned responsibilities and timelines.

**2.4 Mandatory Risk Assessment Triggers**
Information security risk assessments are mandatory and must be initiated under the following circumstances:
    a.  Prior to the early-stage development or adoption of new technology projects.
    b.  Before the implementation of significant changes to core infrastructure or network architecture.
    c.  During the planning and onboarding phases of new third-party vendors or services.
    d.  Prior to the release of new customer-facing products or services.

**2.5 Risk Register and Review**
All identified and assessed risks, along with their chosen treatment plans, must be recorded in the central Information Security Risk Register. The register must include, at a minimum: Risk ID, detailed description, assigned owner, likelihood score, impact score, overall risk level, chosen treatment option, current status, and scheduled review date. The Information Security Risk Register shall be formally reviewed at least annually by the Information Security Steering Committee. Ad-hoc reviews will be triggered by significant regulatory changes or major security incidents.",non_compliant,0.51,8,risk_assessment,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
ra_minor_en_9_20260307133957,en,"2.0 INFORMATION SECURITY RISK MANAGEMENT

2.1 Purpose and Scope
This section outlines [Healthcare Organization Name]'s formal approach to identifying, assessing, and managing information security risks across all information systems, data, and processes. The scope encompasses all organizational units, departments, and third-party relationships involving the processing, storage, or transmission of Protected Health Information (PHI) and other sensitive organizational data.

2.2 Risk Assessment Methodology
[Healthcare Organization Name] employs a formal, documented risk assessment methodology, approved by the Chief Information Security Officer (CISO) and the Executive Leadership Team. This methodology incorporates both qualitative and quantitative analyses to provide a comprehensive understanding of potential risks. Documented procedures guide the identification and valuation of information assets, the identification of potential threats, and the pinpointing of system and process vulnerabilities. Risk analysis utilizes a predefined 5-point scale for assessing the likelihood of a risk event occurring and its potential impact on confidentiality, integrity, and availability. These scores are mapped to a standardized risk matrix to determine the overall inherent risk level (e.g., Low, Moderate, High, Critical).

2.3 Risk Treatment and Management
For identified risks, four primary treatment options are available: Accept, Mitigate, Transfer, or Avoid. Selection of a treatment option is based on predefined criteria, including cost-benefit analysis, regulatory requirements, and organizational risk tolerance. Documented treatment plans are required for all risks deemed Moderate or higher, outlining specific actions, timelines, and responsible parties. All identified risks and their associated treatment plans must be documented and assigned for resolution.

2.4 Mandatory Risk Assessment Triggers and Review
Mandatory risk assessments shall be conducted for:
    a. Early-stage technology projects and initiatives.
    b. Prior to any major infrastructure changes, upgrades, or decommissioning.
    c. Before engaging with new third-party vendors or services that access, process, or store organizational data.
    d. Before the release of new patient-facing or internal service offerings.
Risk assessments shall be reviewed at least annually by the Information Security Department to ensure continued relevance and effectiveness. Reviews will also be triggered by significant changes in regulatory requirements, industry best practices, or the organizational threat landscape.",partially_compliant,0.91,2,risk_assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
ra_minor_en_10_20260307134028,en,"**4.0 Information Risk Assessment**

**4.1 Purpose and Scope**
This section defines the Institute’s approach to identifying, analyzing, and evaluating information security risks to its assets, operations, and mission. The scope covers all information systems, data, and processes managed or utilized by the Regional Research Institute, ensuring comprehensive coverage across all departments and research initiatives.

**4.2 Methodology and Identification**
The Institute generally approaches risk identification and analysis by having departmental leads and IT personnel collaborate to discuss potential issues and their implications. While there isn't a formally documented methodology for this process, the aim is to identify and assess risks to critical information assets. Procedures for asset identification, valuation, threat identification, and vulnerability identification are comprehensively documented within the 'Information Security Handbook - Section 3.1', ensuring a structured approach to understanding potential exposures. Risk assessments are conducted periodically and when deemed necessary by departmental management or the IT director, typically coinciding with significant operational changes.

**4.3 Likelihood, Impact, and Scoring**
Risk likelihood and impact are assessed using a defined 5-point scale (Very Low, Low, Medium, High, Very High), as detailed in Appendix A of this policy. These individual scores are combined via the Institute's Risk Matrix to determine an overall risk level, categorized as Low, Medium, High, or Critical. This standardized approach ensures consistent evaluation across the Institute’s diverse risk landscape.

**4.4 Risk Treatment**
Identified risks are subject to one of four treatment options: Accept, Mitigate, Transfer, or Avoid. Selection criteria for each option, along with requirements for documented treatment plans and residual risk acceptance, are meticulously outlined in the 'Risk Management Guidelines' document, ensuring clear accountability and strategic response.

**4.5 Risk Register and Review**
All identified risks, along with their assessed likelihood, impact, score, assigned owner, a detailed description, chosen treatment option, current status, and scheduled review date, must be meticulously recorded in the centralized Risk Register maintained by the Information Security Office. The Risk Register and all associated assessments undergo a formal review at least annually, or when significant regulatory changes occur. Review authority rests with the Information Security Committee.

**4.6 Integration**
Risk assessments are formally integrated into the Institute's project management lifecycle, specifically at project initiation, planning, and go-live gates. Furthermore, risk information directly informs and is integrated with Business Continuity Management (BCM) planning, ensuring a holistic and resilient security posture across all Institute operations.",non_compliant,0.82,2,risk_assessment,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ra_minor_ar_3_20260307134100,ar,"**3.0 تقييم المخاطر**

**3.1 منهجية تقييم المخاطر**
تلتزم [اسم المنظمة] بمنهجية رسمية وموثقة لتقييم المخاطر السيبرانية، معتمدة من قبل الإدارة العليا. تتضمن هذه المنهجية نهجًا كميًا ونوعيًا لتحديد المخاطر وتحليلها ومعالجتها. يتم تحديد المخاطر السيبرانية بناءً على إجراءات موثقة لتحديد وتقييم الأصول الحيوية (مثل بيانات المرضى، السجلات الطبية الإلكترونية، الأنظمة التشغيلية)، وتحديد التهديدات المحتملة (مثل الهجمات السيبرانية، البرمجيات الخبيثة، الأخطاء البشرية، الكوارث الطبيعية)، وتحديد نقاط الضعف (مثل الثغرات الأمنية في الأنظمة والبرمجيات، ضعف التكوين).

**3.2 تحليل وتقييم المخاطر**
لتحليل المخاطر، تستخدم [اسم المنظمة] مقياسًا من خمس نقاط لتحديد احتمالية حدوث الخطر ومقياسًا من خمس نقاط لتحديد تأثيره المحتمل على عمليات الأعمال، وسلامة بيانات المرضى وسريتها وتوافرها، والامتثال التنظيمي. يتم دمج هذه النتائج في مصفوفة مخاطر محددة مسبقًا لتعيين مستوى الخطر الإجمالي (منخفض، متوسط، مرتفع، حرج). يتم مراجعة وتحديث مقاييس الاحتمالية والتأثير ومصفوفة المخاطر هذه بانتظام من قبل فريق أمن المعلومات.

**3.3 معالجة المخاطر**
بعد تقييم المخاطر، تُتخذ إجراءات مناسبة لمعالجة المخاطر المصنفة على أنها متوسطة أو مرتفعة أو حرجة. تهدف هذه الإجراءات إلى خفض مستوى المخاطر إلى مستوى مقبول يتناسب مع شهية [اسم المنظمة] للمخاطر، مع الأخذ في الاعتبار المتطلبات التنظيمية والتشغيلية المحددة.

**3.4 محفزات تقييم المخاطر وتكاملها**
يُعد إجراء تقييم للمخاطر إلزاميًا في الحالات التالية: في المراحل المبكرة من مشاريع التكنولوجيا الجديدة، وقبل إجراء أي تغييرات رئيسية على البنية التحتية لتكنولوجيا المعلومات، وأثناء تخطيط الارتباطات مع الأطراف الثالثة (الموردين، الشركاء)، وقبل إطلاق أي خدمات أو أنظمة جديدة. يتم دمج عملية تقييم المخاطر بشكل كامل في بوابات إدارة المشاريع (البدء، التخطيط، الانطلاق) لضمان تحديد المخاطر في وقت مبكر. كما يتم دمجها مع خطة استمرارية الأعمال وإدارة الكوارث.

**3.5 سجل المخاطر والمراجعة الدورية**
يتم الاحتفاظ بسجل مخاطر مركزي يتضمن لكل خطر مُحدد: معرف الخطر، وصفًا تفصيليًا، مالك الخطر، الاحتمالية، التأثير، درجة المخاطر، خطة المعالجة المقترحة، الحالة الحالية، وتاريخ المراجعة. تتم مراجعة سجل المخاطر بشكل دوري، على الأقل مرة واحدة سنويًا، أو عند حدوث تغييرات تنظيمية أو قانونية، أو عند وقوع حوادث أمنية كبرى. تتم هذه المراجعات تحت إشراف لجنة أمن المعلومات لضمان الامتثال والفعالية المستمرة.",partially_compliant,0.93,1,risk_assessment,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ra_minor_ar_4_20260307134127,ar,"### 3.1 تقييم المخاطر الأمنية

تلتزم الجامعة بالحفاظ على بيئة رقمية آمنة لجميع أعضائها وأصولها. يعتبر تقييم المخاطر الأمنية عملية أساسية لتحديد وقياس ومعالجة المخاطر المحتملة التي قد تؤثر على سرية وسلامة وتوفر معلومات الجامعة وأنظمتها.

**3.1.1 منهجية تقييم المخاطر**
تقوم الجامعة بتقييم المخاطر بشكل مستمر من خلال متابعة المشكلات وتحديات الأمن السيبراني التي تظهر. يتم التعامل مع التقييمات بطريقة مخصصة حسب الحاجة، ولا تتطلب عملية موافقة رسمية قبل البدء.

**3.1.2 إجراءات تحديد المخاطر**
لضمان الشمولية، تحدد الجامعة إجراءات موثقة لتحديد الأصول وتقييمها (بما في ذلك البيانات الطلابية، البحث، البنية التحتية)، وتحديد التهديدات المحتملة، وتحديد نقاط الضعف الكامنة في أنظمة الجامعة وشبكاتها وتطبيقاتها.

**3.1.3 تقييم الاحتمالية والتأثير**
يتم تقييم كل خطر بناءً على احتمالية حدوثه وتأثيره المحتمل على الجامعة باستخدام مقياس من 1 إلى 5 نقاط (1=منخفض جدًا، 5=مرتفع جدًا). يتم دمج هذه الدرجات في مصفوفة مخاطر لتحديد مستوى الخطر الكلي (على سبيل المثال، منخفض، متوسط، مرتفع، حرج).

**3.1.4 خيارات معالجة المخاطر**
بعد تقييم المخاطر، يتم اختيار خيارات المعالجة المناسبة من بين أربعة خيارات: قبول (Accept)، تخفيف (Mitigate)، نقل (Transfer)، أو تجنب (Avoid). يتم توثيق خطط معالجة المخاطر، بما في ذلك المعايير لاختيار الخيار الأنسب.

**3.1.5 محفزات تقييم المخاطر الإلزامية**
يجب إجراء تقييمات المخاطر بشكل إلزامي عند:
*   المراحل المبكرة لمشاريع التقنية الجديدة.
*   قبل إجراء تغييرات كبيرة على البنية التحتية.
*   أثناء تخطيط التعاون مع الجهات الخارجية ومقدمي الخدمات.
*   قبل إطلاق خدمات أو تطبيقات جديدة.

**3.1.6 سجل المخاطر**
يتم الاحتفاظ بسجل مخاطر مركزي يتضمن المعرف الفريد للمخاطرة، وصفها، المالك المسؤول، احتمالية وتأثير ودرجة المخاطر، خطة المعالجة، الحالة الحالية، وتاريخ المراجعة المجدول.

**3.1.7 المراجعة الدورية**
تتم مراجعة سجل المخاطر وتقييمات المخاطر السنوية على الأقل، أو عند حدوث تغييرات تنظيمية أو قانونية، أو عند الكشف عن مخاطر جديدة. يتولى مدير أمن المعلومات ولجنة إدارة المخاطر مهمة سلطة المراجعة.

**3.1.8 التكامل مع إدارة المشاريع وإدارة استمرارية الأعمال**
يتم دمج عملية تقييم المخاطر بشكل منهجي في بوابات إدارة المشاريع (البدء، التخطيط، الانطلاق) وفي إطار عمل إدارة استمرارية الأعمال (BCM) لضمان تحديد المخاطر ومعالجتها بشكل استباقي.",partially_compliant,0.91,1,risk_assessment,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ra_minor_ar_5_20260307134159,ar,"**5.1 تقييم المخاطر**

تلتزم [اسم المنظمة] بتقييم منهجي ومستمر لمخاطر الأمن السيبراني لضمان حماية أصول المعلومات الحيوية والوفاء بمتطلبات الامتثال التعاقدية والتنظيمية. تهدف هذه السياسة إلى تحديد إطار عمل واضح وموحد لإدارة المخاطر السيبرانية.

**5.1.1 منهجية تقييم المخاطر**
تعتمد [اسم المنظمة] منهجية رسمية وموثقة لتقييم المخاطر السيبرانية، والتي تمت الموافقة عليها من قبل الإدارة العليا. تتضمن هذه المنهجية أساليبًا نوعية وكمية لتقدير احتمالية وتأثير المخاطر بدقة، مما يضمن اتخاذ قرارات مستنيرة.

**5.1.2 إجراءات تحديد المخاطر**
يتم تنفيذ إجراءات موثقة لتحديد وتقييم الأصول وتحديد التهديدات ونقاط الضعف. تشمل هذه الإجراءات ما يلي:
أ. تحديد وتقييم قيمة وأهمية الأصول المعلوماتية والتقنية.
ب. تحديد مصادر التهديد المحتملة وسيناريوهات الهجوم ذات الصلة.
ج. تحديد نقاط الضعف في الأنظمة والتطبيقات والعمليات.

**5.1.3 مقاييس الاحتمالية والتأثير**
تستخدم [اسم المنظمة] مقاييس موحدة مكونة من 5 نقاط لتقييم احتمالية حدوث المخاطر وتأثيرها المحتمل. يتم استخدام مصفوفة مخاطر محددة لربط النتائج المجمعة بمستويات مخاطر محددة (منخفض، متوسط، مرتفع، حرج)، والتي توجه قرارات المعالجة ذات الأولوية.

**5.1.4 خيارات معالجة المخاطر**
لكل خطر محدد، يتم اختيار أحد خيارات المعالجة الأربعة التالية بناءً على معايير محددة مسبقًا: القبول، التخفيف، النقل، أو التجنب. يجب توثيق خطط المعالجة بالتفصيل لكل خطر يتم تخفيفه أو نقله، مع تحديد الموارد والمسؤوليات والجداول الزمنية.

**5.1.5 محفزات تقييم المخاطر الإلزامية**
يجب إجراء تقييمات للمخاطر بشكل إلزامي في الحالات التالية:
أ. في المراحل الأولية لمشاريع التكنولوجيا الجديدة أو عند إدخال تقنيات جديدة.
ب. قبل إجراء تغييرات كبيرة على البنية التحتية أو الأنظمة الحرجة.
ج. أثناء تخطيط التعاقد مع أطراف ثالثة أو شركاء جدد.
د. قبل إطلاق خدمات أو منتجات جديدة للسوق.

**5.1.6 سجل المخاطر**
يجب الاحتفاظ بسجل مخاطر شامل لجميع المخاطر المحددة. يتضمن السجل معرف المخاطرة، وصفًا تفصيليًا، مالك المخاطرة، الاحتمالية، التأثير، درجة المخاطرة، خيار المعالجة المختار، حالة المخاطرة الحالية، وتاريخ المراجعة.

**5.1.7 مراجعة المخاطر**
يتم مراجعة تقييمات المخاطر وسجل المخاطر عند ظهور مشكلات جديدة أو حوادث أمنية، لضمان استمرار ملاءمتها وفعاليتها.

**5.1.8 التكامل مع الإدارة**
يتم دمج عملية تقييم المخاطر في بوابات إدارة المشاريع (البدء، التخطيط، الانطلاق) وفي تخطيط استمرارية الأعمال وإدارة الأزمات، لضمان معالجة المخاطر بشكل استباقي في جميع دورات حياة المشاريع والعمليات الحيوية للمنظمة.",partially_compliant,0.96,1,risk_assessment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ra_minor_ar_6_20260307134233,ar,"**4.0 تقييم المخاطر**

**4.1 الغرض**
تهدف هذه السياسة إلى إنشاء منهجية رسمية وموثقة لتقييم المخاطر السيبرانية عبر جميع عمليات شركة اللوجستيات الديناميكية وأنظمتها. على عكس الممارسات السابقة التي قد اعتمدت على الاستجابات المخصصة للمشاكل، تُحدد هذه السياسة إطاراً منظماً لتحديد المخاطر وتحليلها ومعالجتها. تضمن هذه المنهجية التي سيتم اعتمادها والموافقة عليها من قبل الإدارة العليا، نهجاً متسقاً وفعالاً لإدارة المخاطر.

**4.2 منهجية تقييم المخاطر**
يجب على الشركة إجراء تقييمات للمخاطر الأمنية بشكل دوري وممنهج.

**4.2.1 تحديد المخاطر**
يجب أن يعتمد تحديد المخاطر على مصادر بيانات شاملة لضمان تحديد جميع التهديدات ونقاط الضعف المحتملة. يتضمن ذلك، على سبيل المثال لا الحصر، الاستناد إلى جرد شامل للأصول الحالية، كتالوج للمخاطر المعروفة التي تواجه قطاع الخدمات اللوجستية، وعمليات مسح منتظمة ومجدولة للثغرات الأمنية في الأنظمة والتطبيقات.

**4.2.2 تحليل وتقييم المخاطر**
تعتمد عملية التقييم على مقاييس محددة من 5 نقاط للاحتمالية (منخفض جداً إلى مرتفع جداً) والتأثير (ضئيل إلى كارثي). سيتم استخدام مصفوفة مخاطر محددة لربط هذه الدرجات بمستويات المخاطر (منخفضة، متوسطة، عالية، حرجة) لتوجيه قرارات المعالجة.

**4.2.3 خيارات معالجة المخاطر**
بعد تحديد المخاطر وتقييمها، يجب اختيار أحد خيارات المعالجة الأربعة التالية بناءً على معايير محددة: القبول، التخفيف، التحويل، أو التجنب. يجب توثيق خطط المعالجة بوضوح، مع تحديد المسؤوليات والجداول الزمنية اللازمة للتنفيذ والمتابعة.

**4.3 متطلبات سجل المخاطر**
يجب الاحتفاظ بسجل مخاطر مركزي ومحدث لجميع المخاطر المحددة. يتضمن السجل على الأقل: معرف المخاطرة، وصفها، المالك، درجة الاحتمالية، درجة التأثير، النتيجة الإجمالية للمخاطرة، خطة المعالجة، حالة المخاطرة (على سبيل المثال: مفتوحة، مغلقة، قيد المعالجة)، وتاريخ المراجعة التالي.

**4.4 محفزات تقييم المخاطر الإلزامية**
يجب إجراء تقييمات المخاطر إلزامياً عند: بدء مشاريع تقنية جديدة في مراحلها المبكرة، قبل أي تغييرات كبرى في البنية التحتية أو الأنظمة، أثناء التخطيط للتعامل مع أطراف ثالثة أو مزودي الخدمات، وقبل إطلاق خدمات أو منتجات جديدة.

**4.5 المراجعة والتكامل**
يجب مراجعة هذه السياسة وتقييمات المخاطر المرتبطة بها سنوياً كحد أدنى، أو عند حدوث تغييرات تنظيمية أو تشريعية أو تغييرات جوهرية في بيئة الأعمال. السلطة المسؤولة عن المراجعة هي قسم أمن المعلومات بالتنسيق مع الإدارة العليا. يجب دمج تقييم المخاطر بشكل كامل في بوابات إدارة المشاريع (مثل البدء، التخطيط، الإطلاق) وفي خطط استمرارية الأعمال (BCM) لضمان نهج شامل.",partially_compliant,0.84,2,risk_assessment,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
